refseq,gene,exons,8N,8T,33N,33T,51N,51T,mapping_status
NM_001123378,ADSL,12,218,181,200,371,737,404,redundant_transcript
NM_005805,PSMD14,12,297,246,361,394,626,763,selected
NM_078469,BCCIP,7,116,96,131,292,300,209,redundant_transcript
NM_024325,ZNF343,6,151,125,96,141,350,197,selected
NM_002024,FMR1,17,358,297,682,614,933,887,selected
NM_178586,PPP2R5C,13,448,372,543,540,1230,1219,redundant_transcript
NM_138285,NUP35,9,68,56,109,132,123,103,selected
NM_001031685,TP53BP2,18,401,331,815,610,1027,820,redundant_transcript
NM_005426,TP53BP2,19,401,331,815,610,1027,820,selected
NM_002719,PPP2R5C,14,452,373,556,542,1250,1245,selected
NR_015431,FLJ43663,4,293,243,176,292,732,399,selected
NM_005730,CTDSP2,8,1020,844,606,921,3881,2437,selected
NM_148976,PSMA1,11,306,254,476,473,589,978,selected
NM_001134795,MEF2B,13,57,47,95,120,169,71,selected
NM_017643,MBTD1,17,297,246,547,404,771,787,selected
NM_032189,ATP11A,29,559,464,450,717,1653,814,redundant_transcript
NM_005919,MEF2B,12,57,47,95,120,169,69,redundant_transcript
NM_004872,TMEM59,8,898,742,1489,1058,2123,1739,selected
NM_014977,ACIN1,19,1344,1111,1482,2210,3393,2206,selected
NM_203497,COMMD6,5,109,90,174,158,292,329,selected
NM_032982,CASP2,11,419,347,391,692,842,627,selected
NM_001029859,KCTD21,2,105,87,100,67,433,473,selected
NM_004634,BRPF1,14,253,210,176,330,549,284,redundant_transcript
NM_015318,ARHGEF18,21,440,365,340,457,982,533,selected
NM_025158,RUFY1,18,387,321,324,456,858,629,redundant_transcript
NM_016651,DACT1,4,58,58,43,54,334,221,redundant_transcript
NM_001079520,DACT1,4,58,58,43,54,329,215,selected
NM_001003943,BMF,2,101,199,79,99,1179,634,redundant_transcript
NM_030915,LBH,3,170,182,243,305,1397,966,selected
NM_001079817,INSR,21,445,390,383,479,2611,1211,redundant_transcript
NM_000208,INSR,22,445,390,383,479,2611,1211,selected
NM_031415,GSDMC,14,964,367,1000,1251,879,1900,selected
NM_032689,ZNF607,5,79,91,154,193,197,127,selected
NM_176871,PDLIM2,10,270,250,195,245,350,75,redundant_transcript
NM_153273,IHPK1,6,348,518,427,536,1015,631,selected
NM_133263,PPARGC1B,12,151,399,172,216,213,81,selected
NM_018561,USP49,7,37,55,43,54,102,70,selected
NM_002340,LSS,22,818,1687,725,907,1704,1259,redundant_transcript
NM_001131025,PEX5,16,365,418,331,414,1144,770,redundant_transcript
NM_004239,TRIP11,21,769,486,800,999,1487,1772,selected
NM_016265,ZNF12,5,242,111,440,551,518,720,redundant_transcript
NM_015694,ZNF777,6,107,148,126,158,281,188,selected
NM_080616,C20orf112,8,157,214,99,124,825,449,selected
NR_024048,TAZ,10,119,91,208,260,377,316,redundant_transcript
NM_001017979,RAB28,7,96,61,108,135,173,211,selected
NM_001037637,BTF3,6,460,391,402,502,565,348,selected
NM_003194,TBP,8,148,105,144,181,275,321,selected
NM_018085,IPO9,24,799,622,866,1085,2067,1584,selected
NM_013438,UBQLN1,11,1048,712,1066,1337,2104,3192,selected
NM_182710,KAT5,13,313,407,431,538,829,505,redundant_transcript
NM_006388,KAT5,14,308,401,428,537,821,501,selected
NM_181893,UBE2D3,7,360,164,424,530,897,889,redundant_transcript
NM_001134422,CDV3,5,1332,1528,1216,1522,4301,3030,selected
NM_031844,HNRNPU,14,3417,3740,3822,4768,7009,4882,redundant_transcript
NM_004501,HNRNPU,14,3402,3724,3806,4753,6993,4872,selected
NM_194330,RNF38,12,374,93,389,487,866,816,redundant_transcript
NM_024529,CDC73,17,313,238,379,475,662,831,selected
NM_024429,PRKAG2,12,94,103,126,158,206,80,redundant_transcript
NM_181888,UBE2D3,8,417,264,460,576,1006,983,redundant_transcript
NM_001005335,HNRNPL,13,474,426,570,715,1143,845,selected
NM_004415,DSP,24,41780,34746,49854,38320,41008,88005,redundant_transcript
NM_002998,SDC2,5,201,168,227,363,1292,696,selected
NM_014640,TTLL4,20,249,207,266,365,659,480,selected
NM_001034915,RBM35A,16,1344,1123,1413,1392,1236,4126,selected
NM_017697,RBM35A,16,1346,1123,1414,1395,1236,4134,redundant_transcript
NM_001122825,RBM35A,14,1271,1063,1378,1325,1153,3917,redundant_transcript
NM_023016,ANKRD57,1,1586,1325,1465,1596,1090,1903,selected
NM_005081,ZNF142,11,346,288,306,570,905,589,selected
NM_001105544,ECHDC1,5,250,208,298,229,501,432,redundant_transcript
NM_017846,TRNAU1AP,9,88,73,122,125,241,366,redundant_transcript
NM_175610,TJP1,27,2680,2234,2911,2019,4514,4130,redundant_transcript
NM_194283,DNAJC21,13,384,320,518,687,868,643,selected
NM_014930,ZNF510,6,138,115,124,167,380,268,selected
NM_018994,FBXO42,10,300,250,292,314,641,638,selected
NM_000264,PTCH1,24,103,86,81,275,231,138,selected
NM_001104548,LOC642587,4,1556,1296,3360,2881,1018,2539,selected
NM_015295,SMCHD1,48,1058,882,1068,1901,2428,1303,selected
NM_003823,TNFRSF6B,3,90,75,53,96,528,191,redundant_transcript
NM_006642,SDCCAG8,18,164,137,302,144,455,421,selected
NM_032991,CASP3,7,317,264,362,349,794,698,redundant_transcript
NM_020772,NUFIP2,4,2726,2276,2240,2304,5463,5787,selected
NM_032389,ARFGAP2,16,911,758,1085,1026,1998,1703,selected
NM_004346,CASP3,8,326,271,365,363,800,710,selected
NM_014856,DENND4B,28,677,564,476,978,2082,867,selected
NM_001128849,SMARCA4,36,1312,1095,1150,1594,2546,1894,redundant_transcript
NM_018323,PI4K2B,10,242,202,428,425,578,621,selected
NM_014236,GNPAT,16,269,225,322,298,700,558,selected
NM_030581,WDR59,26,435,362,593,706,778,620,selected
NM_006116,MAP3K7IP1,11,297,247,297,435,733,530,selected
NM_017982,SUSD4,9,262,187,287,669,139,106,selected
NM_138316,PANK1,6,55,66,83,56,139,106,redundant_transcript
NM_001315,MAPK14,12,755,714,920,819,1964,1499,selected
NM_030621,DICER1,28,1630,1057,1570,2453,4069,3120,selected
NM_003435,ZNF134,3,50,45,80,62,126,96,selected
NM_080591,PTGS1,11,443,510,897,606,1841,1408,redundant_transcript
NM_002035,KDSR,10,703,544,630,834,1336,1022,selected
NM_176096,CDK5RAP3,14,262,238,415,361,622,476,selected
NM_001032393,HNRNPH2,2,577,408,749,962,1487,1134,selected
NM_004612,TGFBR1,9,848,618,1469,2047,3120,2380,selected
NM_004993,ATXN3,11,318,238,572,769,894,685,selected
NM_005869,SDCCAG10,14,70,180,151,126,204,156,selected
NM_199262,SP6,2,101,78,54,73,239,183,selected
NM_001024843,TNRC6B,24,1892,1310,1804,3008,4633,3552,selected
NM_018984,SSH1,15,578,435,516,909,1616,1234,selected
NM_016470,C20orf111,4,244,202,385,657,384,294,selected
NM_203458,NOTCH2NL,5,133,132,255,133,376,287,selected
NM_001037553,AGPAT3,9,956,1075,627,766,2370,1808,redundant_transcript
NM_020132,AGPAT3,10,992,1110,640,768,2387,1830,selected
NM_152405,JMY,11,602,728,715,794,1470,1126,selected
NM_016034,MRPS2,4,251,116,144,589,395,301,selected
NM_001099755,GOLSYN,6,84,0,67,179,122,93,redundant_transcript
NM_001130927,MEF2A,10,819,768,1046,1239,3525,2702,redundant_transcript
NM_014870,ZBTB40,18,704,781,663,524,1822,1396,redundant_transcript
NM_001034023,DMAP1,11,133,200,206,191,281,215,selected
NM_001130926,MEF2A,10,833,787,1057,1252,3620,2776,redundant_transcript
NM_020830,WDFY1,12,403,282,440,781,1313,1001,selected
NM_194282,LIN54,13,200,228,304,263,566,432,redundant_transcript
NM_021033,RAP2A,2,568,496,808,545,1376,1049,selected
NM_001135947,URM1,4,249,136,220,684,698,534,redundant_transcript
NM_012262,HS2ST1,7,335,514,449,230,1199,916,selected
NM_145116,MAX,4,149,73,143,181,160,171,selected
NM_203354,CTAGE5,24,79,60,131,165,159,210,redundant_transcript
NM_032345,WIBG,3,252,105,261,329,424,371,selected
NM_001136202,ISOC2,5,104,133,90,114,343,204,redundant_transcript
NM_021976,RXRB,10,333,345,384,483,1094,616,selected
NM_014853,SGSM2,24,852,769,772,972,1920,979,selected
NM_000161,GCH1,6,111,124,152,192,354,155,redundant_transcript
NM_020441,CORO1B,11,284,385,244,308,696,348,redundant_transcript
NM_005663,WHSC2,11,209,106,193,243,297,238,selected
NM_005470,ABI1,12,624,440,897,1131,1103,1634,selected
NM_001012750,ABI1,11,615,439,888,1121,1098,1616,redundant_transcript
NM_001012752,ABI1,10,615,439,888,1121,1098,1616,redundant_transcript
NM_001540,HSPB1,3,2732,1372,2095,2638,1788,2993,selected
NM_001001787,ATP1B1,7,549,435,523,660,805,2297,selected
NM_002918,RFX1,21,113,157,158,199,330,223,selected
NM_007350,PHLDA1,2,1739,1299,2016,2540,2476,5135,selected
NM_194463,RNF128,7,85,0,102,129,46,707,redundant_transcript
NM_004943,DMWD,5,273,302,251,317,860,616,selected
NM_001024596,ZNF772,5,135,60,184,232,320,517,selected
NM_032407,PCDHGC5,1,94,48,45,57,214,245,redundant_transcript
NM_001111112,UBE2K,6,1031,539,1332,1682,2113,2711,redundant_transcript
NM_005339,UBE2K,7,1118,579,1388,1753,2218,2906,selected
NM_017983,WIPI1,13,108,146,119,150,1166,321,selected
NM_001099856,IKBKG,10,43,50,65,82,138,103,selected
NR_003573,ANXA2P2,1,607,222,1095,1383,1432,1744,selected
NM_022781,RNF38,12,380,102,392,494,878,825,selected
NM_001013631,HNRNPCL1,2,80,61,138,174,148,184,selected
NM_020933,ZNF317,7,193,140,214,269,482,441,selected
NM_001122827,RBM35A,14,1269,1063,1377,1322,1153,3909,redundant_transcript
NM_033029,LMLN,17,55,46,87,68,121,186,redundant_transcript
NM_017819,RG9MTD1,2,224,188,315,385,349,426,selected
NM_001018053,PFKFB2,15,285,240,365,462,747,241,selected
NM_183078,RNF8,7,179,150,179,177,377,399,redundant_transcript
NM_016255,FAM8A1,5,230,193,329,171,751,811,selected
NM_001412,EIF1AX,7,113,95,213,139,382,426,selected
NM_001128426,C4orf16,9,189,159,271,256,352,472,redundant_transcript
NM_001012339,DNAJC21,12,380,320,514,670,861,637,redundant_transcript
NM_147202,C9orf25,6,239,201,138,290,1173,389,selected
NM_138578,BCL2L1,3,680,572,587,981,1559,1043,redundant_transcript
NM_033113,ZNF628,3,49,41,58,68,130,141,selected
NM_016035,COQ4,7,144,121,136,262,262,160,selected
NM_003250,THRA,10,197,165,217,664,711,268,selected
NM_024630,ZDHHC14,9,75,63,83,146,263,109,selected
NM_153746,ZDHHC14,9,75,63,83,146,263,105,redundant_transcript
NM_016052,RRP15,5,278,233,351,269,505,404,selected
NM_014886,TINP1,6,67,56,85,66,63,52,selected
NR_002442,SNORD18B,1,1758,1478,9353,20923,13165,5906,selected
NM_182483,NSFL1C,8,436,366,339,623,848,343,redundant_transcript
NM_015457,ZDHHC5,12,1702,1428,1672,1894,2657,2926,selected
NM_145109,MAP2K3,12,379,318,295,769,852,459,redundant_transcript
NM_002873,RAD17,17,86,72,170,122,195,180,redundant_transcript
NM_015261,NCAPD3,35,451,378,551,434,865,993,selected
NR_002976,SNORA44,1,9138,7650,110415,44034,52123,55266,selected
NM_003449,TRIM26,10,651,548,779,779,983,822,selected
NM_198225,RHOBTB1,12,80,18,151,200,425,328,selected
NM_139012,MAPK14,12,762,730,921,827,1971,1517,redundant_transcript
NM_003748,ALDH4A1,15,653,277,488,676,744,574,redundant_transcript
NM_007271,STK38,14,556,586,639,783,1283,987,selected
NM_002180,IGHMBP2,15,140,342,207,180,417,321,selected
NM_001130916,TGFBR1,8,837,600,1437,2027,3051,2348,redundant_transcript
NM_015091,FAM179B,19,314,269,478,523,993,765,selected
NM_001127696,ATXN3,10,318,238,571,757,891,685,redundant_transcript
NM_182849,CCNB1IP1,6,67,30,60,211,141,108,redundant_transcript
NM_207354,ANKRD13D,16,281,748,368,449,849,652,selected
NM_032314,COQ5,7,102,131,174,218,280,215,selected
NM_001025777,UGCGL1,41,817,552,815,1159,2219,1712,selected
NM_005085,NUP214,36,1040,411,1297,1824,2129,1633,selected
NM_004958,FRAP1,58,915,767,893,1638,3103,2384,selected
NM_001010891,MTX3,9,390,523,716,652,1169,900,selected
NM_177951,PPM1A,4,319,339,458,564,1091,838,redundant_transcript
NM_020312,COQ9,9,350,161,323,518,613,470,selected
NM_005587,MEF2A,11,851,795,1171,1356,3690,2848,selected
NM_004661,CDC23,16,248,396,284,292,570,440,selected
NM_001005373,LRSAM1,26,296,151,349,760,490,377,selected
NM_019100,DMAP1,10,136,217,221,212,302,232,redundant_transcript
NM_001130928,MEF2A,8,819,762,1044,1231,3514,2696,redundant_transcript
NM_024549,TCTN1,15,41,72,129,62,134,103,redundant_transcript
NM_005915,MCM6,17,271,322,307,374,591,454,selected
NR_003067,SNORD88A,1,86,171,348,273,248,190,selected
NM_006460,HEXIM1,1,435,496,494,317,1040,799,selected
NM_001079846,CREBBP,30,1539,1115,1218,2320,3556,2740,redundant_transcript
NM_001037533,GON4L,32,376,444,537,593,1183,912,selected
NM_004380,CREBBP,31,1558,1116,1228,2330,3605,2779,selected
NM_021251,CAPN10,4,53,62,65,83,132,86,redundant_transcript
NM_002353,TACSTD2,1,4128,1784,3756,4765,2599,2088,selected
NM_002774,KLK6,7,428,157,218,276,347,384,selected
NM_001098509,SGSM2,23,839,758,761,965,1902,974,redundant_transcript
NM_030624,KLHL15,4,62,39,43,55,134,109,selected
NM_004456,EZH2,20,252,297,333,422,438,140,selected
NM_024345,WDR32,7,537,250,650,823,1253,1355,selected
NM_002588,PCDHGC3,4,1105,932,1051,1396,3054,1486,selected
NM_018191,RCBTB1,13,268,227,294,373,590,463,selected
NM_001281,TBCB,6,177,211,272,345,731,272,selected
NM_001018070,CORO1B,12,284,385,243,308,696,348,selected
NM_005566,LDHA,8,1128,648,1317,1673,3619,2832,selected
NM_001221,CAMK2D,19,870,717,1232,1564,2914,2630,selected
NM_001130058,SLC44A5,24,151,128,528,334,104,1388,selected
NM_145165,CHURC1,4,320,271,730,927,1261,1228,selected
NM_017849,TMEM127,4,765,678,844,1070,2297,1539,selected
NM_001012751,ABI1,10,589,439,863,1095,1072,1600,redundant_transcript
NM_175932,PSMD13,11,494,366,496,631,1550,1448,redundant_transcript
NM_198700,CUGBP1,14,575,388,379,482,1315,1386,redundant_transcript
NM_206839,MORF4L1,13,124,68,120,153,299,334,selected
NM_004539,NARS,14,526,446,928,1269,1995,1263,selected
NM_031203,HNRNPM,17,1384,2382,1553,1967,3107,1985,selected
NM_181833,NF2,5,463,449,370,470,1093,674,redundant_transcript
NM_001005915,ERBB3,3,116,98,165,187,154,181,redundant_transcript
NM_007065,CDC37,8,781,809,840,1064,3075,1480,selected
NM_178003,PPP2R4,9,1408,1194,935,2011,3419,2480,redundant_transcript
NM_178001,PPP2R4,11,1432,1214,951,2090,3499,2549,redundant_transcript
NM_012414,RAB3GAP2,35,785,666,1133,1086,1766,2002,selected
NM_022776,OSBPL11,13,279,236,293,248,581,595,selected
NM_020231,KTELC1,11,71,27,119,151,285,366,selected
NM_014950,ZBTB1,3,312,256,498,630,1022,901,selected
NM_001990,EYA3,18,292,247,367,391,844,898,selected
NM_024718,C9orf86,15,629,531,477,1181,1389,878,selected
NM_020657,ZNF304,3,114,96,192,183,287,453,selected
NM_021999,ITM2B,6,1819,1537,2939,1706,2350,2865,selected
NM_001789,CDC25A,15,76,64,55,93,140,99,selected
NM_017647,FTSJ3,21,336,284,316,416,1020,756,selected
NM_201567,CDC25A,14,76,64,54,92,135,94,redundant_transcript
NM_014741,KIAA0652,17,434,284,479,608,1681,1414,selected
NM_020899,ZBTB4,4,1326,1123,1107,1290,2372,2739,redundant_transcript
NM_016457,PRKD2,18,481,358,373,472,1001,817,redundant_transcript
NM_001033561,PHF12,15,323,286,312,395,808,578,selected
NM_020791,TAOK1,20,1129,957,1142,1175,2438,3034,selected
NM_025065,BXDC5,9,83,70,178,97,220,242,selected
NM_005082,TRIM25,9,2004,1699,1272,3171,4295,3046,selected
NM_133456,SHROOM1,7,60,132,67,85,298,178,selected
NM_012255,XRN2,30,700,592,758,1275,1671,985,selected
NM_002508,NID1,20,357,304,348,281,3676,5731,selected
NM_173515,CNKSR3,13,289,246,550,327,330,325,selected
NR_002953,SNORA11,1,408,347,9829,1462,2114,2055,selected
NM_181553,CMTM3,5,54,46,76,161,449,286,redundant_transcript
NM_001048251,CMTM3,6,54,46,76,161,455,289,selected
NM_181554,CMTM3,6,54,46,76,161,451,286,redundant_transcript
NM_002843,PTPRJ,25,176,150,231,299,1125,413,selected
NM_024076,KCTD15,7,637,544,636,1030,1566,953,redundant_transcript
NM_001122826,RBM35A,15,1316,1118,1403,1379,1220,4051,redundant_transcript
NM_001166,BIRC2,9,326,278,531,365,1257,1095,selected
NM_015898,ZBTB7A,3,1032,876,796,1422,1440,760,selected
NM_032970,SEC22C,7,60,51,58,78,220,128,redundant_transcript
NM_005969,NAP1L4,16,1293,1103,1240,1251,2092,3684,selected
NM_015532,GRINL1A,4,54,46,88,102,177,138,selected
NM_004596,SNRPA,6,164,140,96,183,256,183,selected
NM_024548,CEP97,11,177,151,188,219,414,586,selected
NM_002756,MAP2K3,14,353,301,278,746,824,441,selected
NM_001040653,ZXDC,6,496,421,472,803,1269,976,redundant_transcript
NM_014577,BRD1,12,643,548,845,1069,1238,1158,selected
NM_178000,PPP2R4,10,1428,1214,944,2067,3493,2541,redundant_transcript
NM_021131,PPP2R4,11,1417,1207,939,2055,3481,2531,selected
NM_052911,ESCO1,12,328,280,389,425,601,487,selected
NM_015959,TXNDC14,8,142,121,105,127,214,220,selected
NM_006122,MAN2A2,22,507,431,552,762,1688,728,selected
NM_005788,PRMT3,16,199,169,407,397,595,706,selected
NM_133474,ZNF721,3,198,169,392,205,330,345,selected
NM_022757,CCDC14,12,213,181,498,564,777,1100,selected
NM_213598,ZNF543,4,146,124,189,99,248,316,selected
NR_003138,SNHG10,1,3499,2977,9696,11263,6459,7129,selected
NM_138957,MAPK1,8,341,290,283,652,768,580,redundant_transcript
NM_001128833,ZBTB4,4,1325,1127,1111,1288,2377,2745,selected
NM_138385,TMEM129,3,246,209,183,390,736,526,redundant_transcript
NM_014836,RHOBTB1,11,81,18,154,200,432,334,redundant_transcript
NM_145296,CADM4,9,207,168,102,194,202,156,selected
NM_139014,MAPK14,11,743,715,919,822,1937,1502,redundant_transcript
NR_003672,SNHG7,2,6287,15484,91120,49291,34366,26632,selected
NM_004862,LITAF,4,582,307,249,612,1922,1491,redundant_transcript
NM_152707,SLC25A16,9,153,64,191,293,443,342,selected
NM_030660,ATXN3,10,310,231,554,755,857,662,redundant_transcript
NM_001127697,ATXN3,8,316,238,553,738,875,676,redundant_transcript
NM_003442,ZNF143,16,115,193,145,140,269,208,selected
NM_002805,PSMC5,12,316,293,508,369,827,642,selected
NM_020120,UGCGL1,41,809,536,812,1138,2195,1697,redundant_transcript
NM_020730,DLG3,14,437,230,378,539,540,419,redundant_transcript
NM_138361,LRSAM1,25,305,153,347,756,484,376,redundant_transcript
NM_015260,SIN3B,20,664,882,737,856,1990,1543,selected
NM_001083621,ZBTB40,19,705,781,663,524,1824,1409,selected
NM_001034024,DMAP1,11,123,194,192,181,275,213,redundant_transcript
NM_004804,CIAO1,7,473,377,471,661,1004,777,selected
NM_175852,TXLNA,11,1432,893,993,1739,2977,2302,selected
NM_004069,AP2S1,5,143,271,206,212,397,307,selected
NM_000113,TOR1A,5,138,71,121,401,584,451,selected
NM_004930,CAPZB,9,910,853,747,828,2314,1794,selected
NM_001031683,IFIT3,2,220,29,177,227,241,750,selected
NM_001101669,INPP4B,26,136,101,166,213,537,528,redundant_transcript
NM_003866,INPP4B,27,138,101,166,213,537,530,selected
NM_001845,COL4A1,52,1864,8094,3710,4735,42746,10510,selected
NM_005529,HSPG2,97,4015,3582,4497,5726,34101,11459,selected
NR_003701,SNORD58C,1,49496,75557,176356,224513,143499,54320,selected
NR_002573,U58,1,49436,75449,176075,224248,143109,54254,selected
NM_001008392,CTDSPL,8,438,296,583,747,745,677,selected
NM_001128221,VGLL4,4,692,328,546,700,1578,1387,redundant_transcript
NM_001128220,VGLL4,4,686,315,533,682,1546,1379,redundant_transcript
NM_172127,CAMK2D,18,875,717,1226,1561,2889,2626,redundant_transcript
NM_005321,HIST1H1E,1,1451,1571,1182,1508,1403,985,selected
NM_001114185,MVK,11,155,135,141,180,271,173,redundant_transcript
NM_052902,STK11IP,25,210,311,271,347,514,381,selected
NM_198514,NHLRC2,11,217,109,344,439,510,661,selected
NM_020910,KIAA1549,19,69,44,61,78,183,167,selected
NM_000046,ARSB,8,68,201,70,90,631,253,selected
NM_016252,BIRC6,74,3437,1813,3844,4918,8620,7605,selected
NM_012208,HARS2,13,360,385,434,554,917,543,selected
NM_001127617,ALDOA,9,2270,3079,2753,3506,4433,2260,selected
NM_018997,MRPS21,2,135,110,229,293,379,301,redundant_transcript
NM_001111113,UBE2K,5,1068,535,1321,1691,2141,2786,redundant_transcript
NR_024368,FLJ45340,5,316,170,161,206,782,609,selected
NM_000255,MUT,13,288,187,414,530,535,656,selected
NM_006503,PSMC4,11,343,329,375,478,892,613,selected
NM_004451,ESRRA,7,318,435,212,271,684,466,selected
NM_006227,PLTP,16,395,351,477,611,3070,1130,selected
NM_001304,CPD,21,817,619,753,962,2729,2337,selected
NM_207107,UCHL5IP,11,92,137,118,151,250,190,selected
NM_022768,RBM15,3,332,395,414,530,990,716,selected
NM_016485,VTA1,8,331,221,450,576,536,714,selected
NR_015350,KIAA0040,4,259,222,181,459,651,405,selected
NM_001002266,MARCH8,7,131,112,105,92,279,221,redundant_transcript
NM_138615,DHX30,22,785,672,430,831,2041,876,redundant_transcript
NM_014966,DHX30,23,785,672,430,831,2041,876,selected
NM_003913,PRPF4B,15,797,683,1237,578,1699,1498,selected
NM_016598,ZDHHC3,8,1243,1064,1338,2182,2176,1253,selected
NM_001135179,ZDHHC3,7,1242,1064,1338,2181,2175,1250,redundant_transcript
NM_018479,ECHDC1,5,255,219,304,243,507,457,redundant_transcript
NM_006506,RASA2,24,131,112,235,257,355,389,selected
NM_017991,KIAA1310,21,675,579,765,1105,2103,1457,redundant_transcript
NM_001115016,KIAA1310,21,674,578,758,1105,2094,1457,selected
NM_007255,B4GALT7,6,134,115,137,275,392,214,selected
NM_001128208,LEPROTL1,4,49,42,68,66,87,69,selected
